call_id,date,daily_caller,call_started,call_answered,call_ended,service_length,meets_standard
13008,4/29/2021,26,9:40:59 AM,9:40:59 AM,9:43:14 AM,135,TRUE
13009,4/29/2021,27,9:43:12 AM,9:43:12 AM,9:56:00 AM,768,TRUE
13010,4/29/2021,28,9:52:12 AM,9:52:12 AM,10:07:38 AM,926,TRUE
13011,4/29/2021,29,9:54:07 AM,9:54:07 AM,9:54:56 AM,49,TRUE
13012,4/29/2021,30,9:55:10 AM,9:55:10 AM,10:02:47 AM,458,TRUE
13013,4/29/2021,31,9:57:09 AM,9:57:09 AM,10:02:19 AM,310,TRUE
13014,4/29/2021,32,9:59:28 AM,9:59:28 AM,10:04:50 AM,322,TRUE
13015,4/29/2021,33,10:02:31 AM,10:02:31 AM,10:20:39 AM,1088,TRUE
13016,4/29/2021,34,10:04:31 AM,10:04:31 AM,10:15:14 AM,643,TRUE
13017,4/29/2021,35,10:05:25 AM,10:05:25 AM,10:15:08 AM,583,TRUE
13018,4/29/2021,36,10:10:37 AM,10:10:37 AM,10:23:52 AM,795,TRUE
13019,4/29/2021,37,10:13:31 AM,10:15:08 AM,10:18:42 AM,214,FALSE
13020,4/29/2021,38,10:21:34 AM,10:21:34 AM,10:23:20 AM,106,TRUE
13021,4/29/2021,39,10:30:09 AM,10:30:09 AM,10:31:26 AM,77,TRUE
13022,4/29/2021,40,10:31:24 AM,10:31:24 AM,10:34:30 AM,186,TRUE
13023,4/29/2021,41,10:33:47 AM,10:33:47 AM,10:37:22 AM,216,TRUE
13024,4/29/2021,42,10:35:20 AM,10:35:20 AM,10:35:29 AM,9,TRUE
13025,4/29/2021,43,10:40:55 AM,10:40:55 AM,10:41:02 AM,7,TRUE
13026,4/29/2021,44,10:45:06 AM,10:45:06 AM,10:45:46 AM,40,TRUE
13027,4/29/2021,45,10:47:27 AM,10:47:27 AM,10:51:26 AM,239,TRUE
13028,4/29/2021,46,10:52:51 AM,10:52:51 AM,10:57:35 AM,284,TRUE
13029,4/29/2021,47,10:53:24 AM,10:53:24 AM,10:56:24 AM,180,TRUE
13030,4/29/2021,48,10:56:08 AM,10:56:08 AM,11:00:40 AM,272,TRUE
13031,4/29/2021,49,11:04:58 AM,11:04:58 AM,11:10:15 AM,317,TRUE
13032,4/29/2021,50,11:09:23 AM,11:09:23 AM,11:17:02 AM,459,TRUE
13033,4/29/2021,51,11:21:07 AM,11:21:07 AM,11:25:15 AM,248,TRUE
13034,4/29/2021,52,11:23:57 AM,11:23:57 AM,11:27:28 AM,211,TRUE
13035,4/29/2021,53,11:24:39 AM,11:24:39 AM,11:27:53 AM,194,TRUE
13036,4/29/2021,54,11:27:18 AM,11:27:18 AM,11:32:56 AM,338,TRUE
13037,4/29/2021,55,11:31:40 AM,11:31:40 AM,11:35:10 AM,210,TRUE
13038,4/29/2021,56,11:34:22 AM,11:34:22 AM,11:36:38 AM,136,TRUE
13039,4/29/2021,57,11:35:59 AM,11:35:59 AM,11:37:21 AM,83,TRUE
13040,4/29/2021,58,11:44:34 AM,11:44:34 AM,12:04:17 PM,1183,TRUE
13041,4/29/2021,59,11:55:58 AM,11:55:58 AM,11:58:20 AM,142,TRUE
13042,4/29/2021,60,11:56:42 AM,11:56:42 AM,12:04:50 PM,487,TRUE
13043,4/29/2021,61,11:57:19 AM,11:57:19 AM,11:58:14 AM,55,TRUE
13044,4/29/2021,62,12:00:14 PM,12:00:14 PM,12:00:25 PM,12,TRUE
13045,4/29/2021,63,12:03:18 PM,12:03:18 PM,12:03:50 PM,32,TRUE
13046,4/29/2021,64,12:05:20 PM,12:05:20 PM,12:09:42 PM,261,TRUE
13047,4/29/2021,65,12:06:30 PM,12:06:30 PM,12:08:32 PM,122,TRUE
13048,4/29/2021,66,12:15:34 PM,12:15:34 PM,12:20:28 PM,295,TRUE
13049,4/29/2021,67,12:16:06 PM,12:16:06 PM,12:16:39 PM,33,TRUE
13050,4/29/2021,68,12:16:19 PM,12:16:19 PM,12:19:29 PM,190,TRUE
13051,4/29/2021,69,12:19:39 PM,12:19:39 PM,12:21:34 PM,116,TRUE
13052,4/29/2021,70,12:22:12 PM,12:22:12 PM,12:27:29 PM,316,TRUE
13053,4/29/2021,71,12:27:20 PM,12:27:20 PM,12:32:47 PM,327,TRUE
13054,4/29/2021,72,12:27:29 PM,12:27:29 PM,12:40:51 PM,801,TRUE
13055,4/29/2021,73,12:36:09 PM,12:36:09 PM,12:39:55 PM,226,TRUE
13056,4/29/2021,74,12:36:24 PM,12:36:24 PM,12:39:15 PM,171,TRUE
13057,4/29/2021,75,12:36:54 PM,12:36:54 PM,12:38:05 PM,72,TRUE
13058,4/29/2021,76,12:38:57 PM,12:38:57 PM,12:47:45 PM,528,TRUE
13059,4/29/2021,77,12:39:01 PM,12:39:15 PM,12:44:06 PM,290,TRUE
13060,4/29/2021,78,12:39:45 PM,12:39:55 PM,12:40:37 PM,42,TRUE
13061,4/29/2021,79,12:41:27 PM,12:41:27 PM,12:55:03 PM,816,TRUE
13062,4/29/2021,80,12:45:24 PM,12:45:24 PM,12:51:25 PM,361,TRUE
13063,4/29/2021,81,12:46:35 PM,12:46:35 PM,12:46:43 PM,8,TRUE
13064,4/29/2021,82,12:49:40 PM,12:49:40 PM,1:15:57 PM,1577,TRUE
13065,4/29/2021,83,12:53:27 PM,12:53:27 PM,1:02:31 PM,544,TRUE
13066,4/29/2021,84,12:54:12 PM,12:54:12 PM,12:55:03 PM,50,TRUE
13067,4/29/2021,85,1:00:36 PM,1:00:36 PM,1:09:55 PM,560,TRUE
13068,4/29/2021,86,1:02:55 PM,1:02:55 PM,1:06:00 PM,185,TRUE
13069,4/29/2021,87,1:03:19 PM,1:03:19 PM,1:06:52 PM,214,TRUE
13070,4/29/2021,88,1:05:38 PM,1:06:00 PM,1:10:02 PM,242,TRUE
13071,4/29/2021,89,1:07:53 PM,1:07:53 PM,1:19:14 PM,681,TRUE
13072,4/29/2021,90,1:09:09 PM,1:09:55 PM,1:11:24 PM,89,TRUE
13073,4/29/2021,91,1:17:07 PM,1:17:07 PM,1:26:03 PM,537,TRUE
13074,4/29/2021,92,1:22:44 PM,1:22:44 PM,1:33:42 PM,659,TRUE
13075,4/29/2021,93,1:34:02 PM,1:34:02 PM,1:41:15 PM,433,TRUE
13076,4/29/2021,94,1:34:21 PM,1:34:21 PM,1:36:10 PM,109,TRUE
13077,4/29/2021,95,1:36:11 PM,1:36:11 PM,1:37:49 PM,98,TRUE
13078,4/29/2021,96,1:39:02 PM,1:39:02 PM,1:41:09 PM,127,TRUE
13079,4/29/2021,97,1:52:33 PM,1:52:33 PM,2:04:37 PM,724,TRUE
13080,4/29/2021,98,2:01:17 PM,2:01:17 PM,2:01:41 PM,24,TRUE
13081,4/29/2021,99,2:02:02 PM,2:02:02 PM,2:08:41 PM,399,TRUE
13082,4/29/2021,100,2:02:39 PM,2:02:39 PM,2:04:26 PM,107,TRUE
13083,4/29/2021,101,2:02:56 PM,2:02:56 PM,2:06:54 PM,238,TRUE
13084,4/29/2021,102,2:07:38 PM,2:07:38 PM,2:08:39 PM,61,TRUE
13085,4/29/2021,103,2:10:55 PM,2:10:55 PM,2:17:04 PM,369,TRUE
13086,4/29/2021,104,2:12:25 PM,2:12:25 PM,2:19:00 PM,395,TRUE
13087,4/29/2021,105,2:15:17 PM,2:15:17 PM,2:23:46 PM,509,TRUE
13088,4/29/2021,106,2:19:29 PM,2:19:29 PM,2:35:26 PM,956,TRUE
13089,4/29/2021,107,2:22:11 PM,2:22:11 PM,2:23:55 PM,104,TRUE
13090,4/29/2021,108,2:23:54 PM,2:23:54 PM,2:31:09 PM,436,TRUE
13091,4/29/2021,109,2:26:25 PM,2:26:25 PM,2:27:41 PM,75,TRUE
13092,4/29/2021,110,2:33:17 PM,2:33:17 PM,2:48:03 PM,886,TRUE
13093,4/29/2021,111,2:33:48 PM,2:33:48 PM,2:37:53 PM,244,TRUE
13094,4/29/2021,112,2:43:39 PM,2:43:39 PM,2:45:46 PM,128,TRUE
13095,4/29/2021,113,2:49:02 PM,2:49:02 PM,2:50:57 PM,116,TRUE
13096,4/29/2021,114,2:50:49 PM,2:50:49 PM,2:54:41 PM,232,TRUE
13097,4/29/2021,115,2:52:59 PM,2:52:59 PM,2:57:49 PM,291,TRUE
13098,4/29/2021,116,3:04:46 PM,3:04:46 PM,3:06:43 PM,116,TRUE
13099,4/29/2021,117,3:07:17 PM,3:07:17 PM,3:13:46 PM,388,TRUE
13100,4/29/2021,118,3:10:53 PM,3:10:53 PM,3:16:54 PM,362,TRUE
13101,4/29/2021,119,3:11:21 PM,3:11:21 PM,3:24:25 PM,783,TRUE
13102,4/29/2021,120,3:15:14 PM,3:15:14 PM,3:18:36 PM,202,TRUE
13103,4/29/2021,121,3:19:59 PM,3:19:59 PM,3:22:06 PM,127,TRUE
13104,4/29/2021,122,3:20:49 PM,3:20:49 PM,3:21:54 PM,65,TRUE
13105,4/29/2021,123,3:23:00 PM,3:23:00 PM,3:28:27 PM,327,TRUE
13106,4/29/2021,124,3:27:43 PM,3:27:43 PM,3:34:30 PM,406,TRUE
13107,4/29/2021,125,3:30:11 PM,3:30:11 PM,3:33:47 PM,216,TRUE
13108,4/29/2021,126,3:32:30 PM,3:32:30 PM,3:45:02 PM,752,TRUE
13109,4/29/2021,127,3:36:04 PM,3:36:04 PM,3:36:24 PM,20,TRUE
13110,4/29/2021,128,3:36:21 PM,3:36:21 PM,3:42:57 PM,395,TRUE
13111,4/29/2021,129,3:36:29 PM,3:36:29 PM,3:50:33 PM,844,TRUE
13112,4/29/2021,130,3:40:52 PM,3:40:52 PM,3:42:48 PM,116,TRUE
13113,4/29/2021,131,3:41:04 PM,3:42:48 PM,3:44:31 PM,103,FALSE
13114,4/29/2021,132,3:41:27 PM,3:42:57 PM,3:46:15 PM,199,FALSE
13115,4/29/2021,133,3:44:13 PM,3:44:31 PM,3:47:52 PM,200,TRUE
13116,4/29/2021,134,3:45:44 PM,3:45:44 PM,3:47:54 PM,130,TRUE
13117,4/29/2021,135,3:45:59 PM,3:46:15 PM,3:50:58 PM,282,TRUE
13118,4/29/2021,136,3:49:44 PM,3:49:44 PM,3:56:53 PM,429,TRUE
13119,4/29/2021,137,3:53:41 PM,3:53:41 PM,4:03:21 PM,580,TRUE
13120,4/29/2021,138,4:03:41 PM,4:03:41 PM,4:05:16 PM,95,TRUE
13121,4/29/2021,139,4:08:06 PM,4:08:06 PM,4:08:48 PM,42,TRUE
13122,4/29/2021,140,4:15:16 PM,4:15:16 PM,4:26:20 PM,664,TRUE
13123,4/29/2021,141,4:19:28 PM,4:19:28 PM,4:22:04 PM,156,TRUE
13124,4/29/2021,142,4:24:55 PM,4:24:55 PM,4:28:26 PM,212,TRUE
13125,4/29/2021,143,4:28:25 PM,4:28:25 PM,4:31:00 PM,155,TRUE
13126,4/29/2021,144,4:28:42 PM,4:28:42 PM,4:31:07 PM,145,TRUE
13127,4/29/2021,145,4:31:13 PM,4:31:13 PM,4:38:06 PM,413,TRUE
13128,4/29/2021,146,4:31:25 PM,4:31:25 PM,4:34:27 PM,181,TRUE
13129,4/29/2021,147,4:38:23 PM,4:38:23 PM,4:44:57 PM,394,TRUE
13130,4/29/2021,148,4:40:12 PM,4:40:12 PM,4:47:05 PM,413,TRUE
13131,4/29/2021,149,4:41:37 PM,4:41:37 PM,4:54:42 PM,785,TRUE
13132,4/29/2021,150,4:46:59 PM,4:46:59 PM,4:50:04 PM,186,TRUE
13133,4/29/2021,151,4:47:13 PM,4:47:13 PM,4:53:03 PM,350,TRUE
13134,4/29/2021,152,4:49:56 PM,4:49:56 PM,5:08:19 PM,1103,TRUE
13135,4/29/2021,153,4:51:55 PM,4:51:55 PM,4:54:07 PM,132,TRUE
13136,4/29/2021,154,4:53:11 PM,4:53:11 PM,5:00:01 PM,409,TRUE
13137,4/29/2021,155,4:53:41 PM,4:54:07 PM,4:54:10 PM,4,TRUE
13138,4/29/2021,156,4:55:17 PM,4:55:17 PM,5:00:07 PM,290,TRUE
13139,4/29/2021,157,4:56:05 PM,4:56:05 PM,5:03:49 PM,464,TRUE
13140,4/29/2021,158,4:56:29 PM,5:00:01 PM,5:05:29 PM,328,FALSE
13141,4/29/2021,159,4:57:24 PM,5:00:07 PM,5:07:15 PM,428,FALSE
13142,4/29/2021,160,5:01:46 PM,5:03:49 PM,5:05:28 PM,99,FALSE
13143,4/29/2021,161,5:02:24 PM,5:05:28 PM,5:06:24 PM,56,FALSE
13144,4/29/2021,162,5:04:19 PM,5:05:29 PM,5:05:50 PM,21,FALSE
13145,4/29/2021,163,5:10:52 PM,5:10:52 PM,5:11:22 PM,30,TRUE
13146,4/29/2021,164,5:11:54 PM,5:11:54 PM,5:14:45 PM,171,TRUE
13147,4/29/2021,165,5:12:16 PM,5:12:16 PM,5:13:16 PM,59,TRUE
13148,4/29/2021,166,5:18:24 PM,5:18:24 PM,5:30:43 PM,739,TRUE
13149,4/29/2021,167,5:23:36 PM,5:23:36 PM,5:24:12 PM,36,TRUE
13150,4/29/2021,168,5:27:57 PM,5:27:57 PM,5:29:57 PM,120,TRUE
13151,4/29/2021,169,5:30:24 PM,5:30:24 PM,5:31:50 PM,86,TRUE
13152,4/29/2021,170,5:37:00 PM,5:37:00 PM,5:40:06 PM,186,TRUE
13153,4/29/2021,171,5:37:13 PM,5:37:13 PM,5:40:04 PM,171,TRUE
13154,4/29/2021,172,5:39:32 PM,5:39:32 PM,5:42:18 PM,166,TRUE
13155,4/29/2021,174,5:40:04 PM,5:40:04 PM,5:42:36 PM,152,TRUE
13156,4/29/2021,175,5:40:29 PM,5:40:29 PM,5:42:12 PM,102,TRUE
13157,4/29/2021,176,5:47:49 PM,5:47:49 PM,5:48:40 PM,51,TRUE
13158,4/29/2021,177,5:51:16 PM,5:51:16 PM,5:56:36 PM,320,TRUE
13159,4/30/2021,1,8:00:00 AM,8:00:00 AM,8:09:52 AM,592,TRUE
13160,4/30/2021,2,8:00:26 AM,8:00:26 AM,8:06:16 AM,351,TRUE
13161,4/30/2021,3,8:00:53 AM,8:00:53 AM,8:12:06 AM,673,TRUE
13162,4/30/2021,4,8:04:08 AM,8:04:08 AM,8:06:00 AM,112,TRUE
13163,4/30/2021,5,8:12:27 AM,8:12:27 AM,8:18:11 AM,344,TRUE
13164,4/30/2021,6,8:12:52 AM,8:12:52 AM,8:12:57 AM,5,TRUE
13165,4/30/2021,7,8:13:16 AM,8:13:16 AM,8:22:46 AM,571,TRUE
13166,4/30/2021,8,8:13:22 AM,8:13:22 AM,8:15:02 AM,99,TRUE
13167,4/30/2021,9,8:20:04 AM,8:20:04 AM,8:21:43 AM,99,TRUE
13168,4/30/2021,10,8:21:27 AM,8:21:27 AM,8:24:15 AM,168,TRUE
13169,4/30/2021,11,8:27:09 AM,8:27:09 AM,8:42:25 AM,916,TRUE
13170,4/30/2021,12,8:36:50 AM,8:36:50 AM,8:42:17 AM,327,TRUE
13171,4/30/2021,13,8:45:18 AM,8:45:18 AM,8:45:32 AM,14,TRUE
13172,4/30/2021,14,8:51:22 AM,8:51:22 AM,8:54:44 AM,202,TRUE
13173,4/30/2021,15,8:58:01 AM,8:58:01 AM,8:58:35 AM,33,TRUE
13174,4/30/2021,16,8:59:37 AM,8:59:37 AM,9:07:25 AM,468,TRUE
13175,4/30/2021,17,9:01:54 AM,9:01:54 AM,9:04:46 AM,173,TRUE
13176,4/30/2021,18,9:06:11 AM,9:06:11 AM,9:08:05 AM,114,TRUE
13177,4/30/2021,19,9:07:58 AM,9:07:58 AM,9:13:29 AM,331,TRUE
13178,4/30/2021,20,9:09:48 AM,9:09:48 AM,9:10:04 AM,15,TRUE
13179,4/30/2021,21,9:20:25 AM,9:20:25 AM,9:41:06 AM,1241,TRUE
13180,4/30/2021,22,9:26:46 AM,9:26:46 AM,9:29:25 AM,160,TRUE
13181,4/30/2021,23,9:27:58 AM,9:27:58 AM,9:46:14 AM,1096,TRUE
13182,4/30/2021,24,9:28:51 AM,9:28:51 AM,9:32:14 AM,204,TRUE
13183,4/30/2021,25,9:30:01 AM,9:30:01 AM,9:35:38 AM,336,TRUE
13184,4/30/2021,26,9:36:59 AM,9:36:59 AM,9:37:01 AM,2,TRUE
13185,4/30/2021,27,9:37:27 AM,9:37:27 AM,9:37:39 AM,11,TRUE
13186,4/30/2021,28,9:42:08 AM,9:42:08 AM,9:48:13 AM,365,TRUE
13187,4/30/2021,29,9:42:26 AM,9:42:26 AM,9:53:52 AM,686,TRUE
13188,4/30/2021,30,9:44:21 AM,9:44:21 AM,9:55:22 AM,661,TRUE
13189,4/30/2021,31,9:49:13 AM,9:49:13 AM,9:50:23 AM,70,TRUE
13190,4/30/2021,32,9:52:17 AM,9:52:17 AM,10:08:36 AM,978,TRUE
13191,4/30/2021,33,9:52:26 AM,9:52:26 AM,9:58:03 AM,338,TRUE
13192,4/30/2021,34,9:57:35 AM,9:57:35 AM,10:02:16 AM,282,TRUE
13193,4/30/2021,35,9:57:48 AM,9:57:48 AM,9:57:56 AM,8,TRUE
13194,4/30/2021,36,10:02:35 AM,10:02:35 AM,10:03:17 AM,42,TRUE
13195,4/30/2021,37,10:05:48 AM,10:05:48 AM,10:11:46 AM,358,TRUE
13196,4/30/2021,38,10:09:04 AM,10:09:04 AM,10:13:25 AM,260,TRUE
13197,4/30/2021,39,10:10:10 AM,10:10:10 AM,10:12:19 AM,129,TRUE
13198,4/30/2021,40,10:14:54 AM,10:14:54 AM,10:21:43 AM,409,TRUE
13199,4/30/2021,41,10:15:03 AM,10:15:03 AM,10:16:30 AM,87,TRUE
13200,4/30/2021,42,10:17:48 AM,10:17:48 AM,10:20:05 AM,137,TRUE
13201,4/30/2021,43,10:27:43 AM,10:27:43 AM,10:35:52 AM,489,TRUE
13202,4/30/2021,44,10:29:15 AM,10:29:15 AM,10:32:25 AM,191,TRUE
13203,4/30/2021,45,10:30:30 AM,10:30:30 AM,10:34:46 AM,256,TRUE
13204,4/30/2021,46,10:32:11 AM,10:32:11 AM,10:48:51 AM,1000,TRUE
13205,4/30/2021,47,10:32:50 AM,10:32:50 AM,10:34:45 AM,115,TRUE
13206,4/30/2021,48,10:37:07 AM,10:37:07 AM,10:41:50 AM,283,TRUE
13207,4/30/2021,49,10:41:48 AM,10:41:48 AM,10:46:51 AM,302,TRUE
13208,4/30/2021,50,10:52:42 AM,10:52:42 AM,10:54:54 AM,133,TRUE
13209,4/30/2021,51,10:58:40 AM,10:58:40 AM,10:59:23 AM,42,TRUE
13210,4/30/2021,52,10:59:23 AM,10:59:23 AM,11:13:05 AM,822,TRUE
13211,4/30/2021,53,11:00:31 AM,11:00:31 AM,11:06:12 AM,341,TRUE
13212,4/30/2021,54,11:02:28 AM,11:02:28 AM,11:03:33 AM,65,TRUE
13213,4/30/2021,55,11:03:02 AM,11:03:02 AM,11:10:17 AM,435,TRUE
13214,4/30/2021,56,11:06:58 AM,11:06:58 AM,11:10:14 AM,196,TRUE
13215,4/30/2021,57,11:16:35 AM,11:16:35 AM,11:21:27 AM,292,TRUE
13216,4/30/2021,58,11:19:10 AM,11:19:10 AM,11:21:45 AM,155,TRUE
13217,4/30/2021,59,11:29:40 AM,11:29:40 AM,11:30:28 AM,48,TRUE
13218,4/30/2021,60,11:30:39 AM,11:30:39 AM,11:41:11 AM,632,TRUE
13219,4/30/2021,61,11:30:56 AM,11:30:56 AM,11:34:07 AM,191,TRUE
13220,4/30/2021,62,11:32:20 AM,11:32:20 AM,11:34:11 AM,111,TRUE
13221,4/30/2021,63,11:36:07 AM,11:36:07 AM,11:37:14 AM,67,TRUE
13222,4/30/2021,64,11:43:49 AM,11:43:49 AM,11:45:01 AM,72,TRUE
13223,4/30/2021,65,11:49:11 AM,11:49:11 AM,11:52:10 AM,179,TRUE
13224,4/30/2021,66,11:59:06 AM,11:59:06 AM,12:00:48 PM,102,TRUE
13225,4/30/2021,67,12:01:06 PM,12:01:06 PM,12:03:40 PM,154,TRUE
13226,4/30/2021,68,12:02:04 PM,12:02:04 PM,12:11:15 PM,551,TRUE
13227,4/30/2021,69,12:08:01 PM,12:08:01 PM,12:08:51 PM,50,TRUE
13228,4/30/2021,70,12:22:25 PM,12:22:25 PM,12:27:46 PM,320,TRUE
13229,4/30/2021,71,12:25:41 PM,12:25:41 PM,12:26:29 PM,48,TRUE
13230,4/30/2021,72,12:27:34 PM,12:27:34 PM,12:40:37 PM,783,TRUE
13231,4/30/2021,73,12:35:38 PM,12:35:38 PM,12:37:03 PM,86,TRUE
13232,4/30/2021,74,12:36:41 PM,12:36:41 PM,12:45:53 PM,552,TRUE
13233,4/30/2021,75,12:37:12 PM,12:37:12 PM,12:39:46 PM,154,TRUE
13234,4/30/2021,76,12:39:13 PM,12:39:13 PM,12:40:12 PM,59,TRUE
13235,4/30/2021,77,12:52:28 PM,12:52:28 PM,12:53:02 PM,34,TRUE
13236,4/30/2021,78,12:56:03 PM,12:56:03 PM,12:58:38 PM,155,TRUE
13237,4/30/2021,79,12:56:05 PM,12:56:05 PM,12:58:29 PM,144,TRUE
13238,4/30/2021,80,12:57:43 PM,12:57:43 PM,1:02:28 PM,285,TRUE
13239,4/30/2021,81,1:04:08 PM,1:04:08 PM,1:20:18 PM,970,TRUE
13240,4/30/2021,82,1:10:03 PM,1:10:03 PM,1:12:49 PM,166,TRUE
13241,4/30/2021,83,1:11:06 PM,1:11:06 PM,1:13:17 PM,132,TRUE
13242,4/30/2021,84,1:11:12 PM,1:11:12 PM,1:15:55 PM,283,TRUE
13243,4/30/2021,85,1:20:26 PM,1:20:26 PM,1:22:27 PM,122,TRUE
13244,4/30/2021,86,1:21:45 PM,1:21:45 PM,1:27:03 PM,318,TRUE
13245,4/30/2021,87,1:35:47 PM,1:35:47 PM,1:36:12 PM,25,TRUE
13246,4/30/2021,88,1:37:37 PM,1:37:37 PM,1:43:10 PM,333,TRUE
13247,4/30/2021,89,1:41:52 PM,1:41:52 PM,1:54:05 PM,732,TRUE
13248,4/30/2021,90,1:53:35 PM,1:53:35 PM,2:08:52 PM,917,TRUE
13249,4/30/2021,91,2:00:33 PM,2:00:33 PM,2:00:35 PM,2,TRUE
13250,4/30/2021,92,2:01:04 PM,2:01:04 PM,2:04:33 PM,209,TRUE
13251,4/30/2021,93,2:02:34 PM,2:02:34 PM,2:03:14 PM,39,TRUE
13252,4/30/2021,94,2:04:23 PM,2:04:23 PM,2:10:54 PM,391,TRUE
13253,4/30/2021,95,2:08:23 PM,2:08:23 PM,2:08:36 PM,13,TRUE
13254,4/30/2021,96,2:10:05 PM,2:10:05 PM,2:12:59 PM,174,TRUE
13255,4/30/2021,97,2:12:54 PM,2:12:54 PM,2:15:02 PM,128,TRUE
13256,4/30/2021,98,2:13:23 PM,2:13:23 PM,2:15:10 PM,107,TRUE
13257,4/30/2021,99,2:13:39 PM,2:13:39 PM,2:19:01 PM,322,TRUE
13258,4/30/2021,100,2:18:23 PM,2:18:23 PM,2:24:38 PM,375,TRUE
13259,4/30/2021,101,2:19:17 PM,2:19:17 PM,2:21:42 PM,145,TRUE
13260,4/30/2021,102,2:19:39 PM,2:19:39 PM,2:25:34 PM,355,TRUE
13261,4/30/2021,103,2:28:38 PM,2:28:38 PM,2:31:55 PM,197,TRUE
13262,4/30/2021,104,2:30:03 PM,2:30:03 PM,2:34:48 PM,285,TRUE
13263,4/30/2021,105,2:31:00 PM,2:31:00 PM,2:39:25 PM,504,TRUE
13264,4/30/2021,106,2:40:31 PM,2:40:31 PM,2:52:03 PM,692,TRUE
13265,4/30/2021,107,2:40:33 PM,2:40:33 PM,2:48:14 PM,461,TRUE
13266,4/30/2021,108,2:40:48 PM,2:40:48 PM,2:43:56 PM,188,TRUE
13267,4/30/2021,109,3:03:35 PM,3:03:35 PM,3:07:26 PM,232,TRUE
13268,4/30/2021,110,3:05:24 PM,3:05:24 PM,3:07:43 PM,139,TRUE
13269,4/30/2021,111,3:06:56 PM,3:06:56 PM,3:07:59 PM,62,TRUE
13270,4/30/2021,112,3:16:09 PM,3:16:09 PM,3:28:21 PM,733,TRUE
13271,4/30/2021,113,3:19:47 PM,3:19:47 PM,3:21:52 PM,126,TRUE
13272,4/30/2021,114,3:20:11 PM,3:20:11 PM,3:22:21 PM,130,TRUE
13273,4/30/2021,115,3:20:41 PM,3:20:41 PM,3:26:57 PM,376,TRUE
13274,4/30/2021,116,3:20:43 PM,3:21:52 PM,3:23:39 PM,107,FALSE
13275,4/30/2021,117,3:23:43 PM,3:23:43 PM,3:27:18 PM,215,TRUE
13276,4/30/2021,118,3:26:08 PM,3:26:08 PM,3:26:50 PM,42,TRUE
13277,4/30/2021,119,3:30:34 PM,3:30:34 PM,3:35:29 PM,295,TRUE
13278,4/30/2021,120,3:36:19 PM,3:36:19 PM,3:50:23 PM,844,TRUE
13279,4/30/2021,121,3:36:51 PM,3:36:51 PM,3:37:43 PM,53,TRUE
13280,4/30/2021,122,3:47:48 PM,3:47:48 PM,3:49:53 PM,125,TRUE
13281,4/30/2021,123,3:48:19 PM,3:48:19 PM,3:51:50 PM,211,TRUE
13282,4/30/2021,124,3:48:50 PM,3:48:50 PM,3:59:52 PM,663,TRUE
13283,4/30/2021,125,3:50:06 PM,3:50:06 PM,3:57:00 PM,414,TRUE
13284,4/30/2021,126,3:51:23 PM,3:51:23 PM,3:54:03 PM,160,TRUE
13285,4/30/2021,127,4:14:06 PM,4:14:06 PM,4:17:58 PM,232,TRUE
13286,4/30/2021,128,4:14:41 PM,4:14:41 PM,4:16:02 PM,81,TRUE
13287,4/30/2021,129,4:23:31 PM,4:23:31 PM,4:24:08 PM,37,TRUE
13288,4/30/2021,130,4:25:09 PM,4:25:09 PM,4:28:35 PM,206,TRUE
13289,4/30/2021,131,4:27:51 PM,4:27:51 PM,4:28:06 PM,14,TRUE
13290,4/30/2021,132,4:31:36 PM,4:31:36 PM,4:32:03 PM,27,TRUE
13291,4/30/2021,133,4:32:09 PM,4:32:09 PM,4:32:26 PM,16,TRUE
13292,4/30/2021,134,4:35:16 PM,4:35:16 PM,4:44:15 PM,539,TRUE
13293,4/30/2021,135,4:35:36 PM,4:35:36 PM,4:36:49 PM,73,TRUE
13294,4/30/2021,136,4:41:28 PM,4:41:28 PM,4:49:24 PM,477,TRUE
13295,4/30/2021,137,4:42:52 PM,4:42:52 PM,4:46:39 PM,227,TRUE
13296,4/30/2021,138,4:44:19 PM,4:44:19 PM,4:51:14 PM,415,TRUE
13297,4/30/2021,139,4:45:27 PM,4:45:27 PM,4:45:40 PM,14,TRUE
13298,4/30/2021,140,4:46:10 PM,4:46:10 PM,5:01:07 PM,898,TRUE
13299,4/30/2021,141,4:46:21 PM,4:46:39 PM,4:47:41 PM,62,TRUE
13300,4/30/2021,142,5:15:53 PM,5:15:53 PM,5:16:44 PM,51,TRUE
13301,4/30/2021,143,5:17:17 PM,5:17:17 PM,5:20:56 PM,219,TRUE
13302,4/30/2021,144,5:21:19 PM,5:21:19 PM,5:35:03 PM,824,TRUE
13303,4/30/2021,145,5:21:26 PM,5:21:26 PM,5:24:28 PM,182,TRUE
13304,4/30/2021,146,5:28:58 PM,5:28:58 PM,5:45:03 PM,965,TRUE
13305,4/30/2021,147,5:30:20 PM,5:30:20 PM,5:30:35 PM,15,TRUE
13306,4/30/2021,148,5:33:11 PM,5:33:11 PM,5:35:26 PM,135,TRUE
13307,4/30/2021,149,5:35:33 PM,5:35:33 PM,5:38:57 PM,204,TRUE
13308,4/30/2021,150,5:37:24 PM,5:37:24 PM,5:40:42 PM,198,TRUE
13309,4/30/2021,151,5:41:36 PM,5:41:36 PM,5:45:16 PM,220,TRUE
13310,4/30/2021,152,5:46:19 PM,5:46:19 PM,5:52:00 PM,341,TRUE
